map,species,min_level,max_level,encounter_type,encounter_rate,Run Order
MAP_MT_MOON_1F,SPECIES_NOSEPASS,8,10,land_mons,10,6
MAP_MT_MOON_1F,SPECIES_HOUNDOUR,8,10,land_mons,5,6
MAP_MT_MOON_1F,SPECIES_PARAS,8,10,land_mons,5,6
MAP_MT_MOON_1F,SPECIES_SHUCKLE,8,10,land_mons,4,6
MAP_MT_MOON_1F,SPECIES_SPINARAK,8,10,land_mons,4,6
MAP_MT_MOON_1F,SPECIES_VENONAT,8,10,land_mons,1,6
MAP_MT_MOON_1F,SPECIES_DUNSPARCE,8,10,land_mons,1,6
MAP_MT_MOON_B1F,SPECIES_PARAS,8,11,land_mons,20,7
MAP_MT_MOON_B1F,SPECIES_SKORUPI,8,11,land_mons,20,7
MAP_MT_MOON_B1F,SPECIES_DUSKULL,8,11,land_mons,10,7
MAP_MT_MOON_B1F,SPECIES_VOLBEAT,8,11,land_mons,10,7
MAP_MT_MOON_B1F,SPECIES_ILLUMISE,8,11,land_mons,10,7
MAP_MT_MOON_B1F,SPECIES_PLUSLE,8,11,land_mons,10,7
MAP_MT_MOON_B1F,SPECIES_MINUN,8,11,land_mons,5,7
MAP_MT_MOON_B1F,SPECIES_PACHIRISU,8,11,land_mons,5,7
MAP_MT_MOON_B1F,SPECIES_SPOINK,8,11,land_mons,4,7
MAP_MT_MOON_B1F,SPECIES_DROWZEE,8,11,land_mons,4,7
MAP_MT_MOON_B1F,SPECIES_SABLEYE,8,11,land_mons,1,7
MAP_MT_MOON_B1F,SPECIES_MAWILE,10,10,land_mons,1,7
MAP_MT_MOON_B2F,SPECIES_PHANPY,10,12,land_mons,20,7
MAP_MT_MOON_B2F,SPECIES_TEDDIURSA,10,12,land_mons,20,7
MAP_MT_MOON_B2F,SPECIES_TRAPINCH,10,12,land_mons,10,7
MAP_MT_MOON_B2F,SPECIES_BARBOACH,10,12,land_mons,10,7
MAP_MT_MOON_B2F,SPECIES_LILEEP,10,12,land_mons,10,7
MAP_MT_MOON_B2F,SPECIES_ANORITH,10,12,land_mons,10,7
MAP_MT_MOON_B2F,SPECIES_CRANIDOS,10,12,land_mons,5,7
MAP_MT_MOON_B2F,SPECIES_SHIELDON,10,12,land_mons,5,7
MAP_MT_MOON_B2F,SPECIES_RALTS,10,12,land_mons,4,7
MAP_MT_MOON_B2F,SPECIES_ABRA,10,12,land_mons,4,7
MAP_MT_MOON_B2F,SPECIES_LARVITAR,11,11,land_mons,1,7
MAP_MT_MOON_B2F,SPECIES_BELDUM,11,11,land_mons,1,7
MAP_SSANNE_EXTERIOR,SPECIES_QWILFISH,5,10,water_mons,60,
MAP_SSANNE_EXTERIOR,SPECIES_TENTACOOL,10,20,water_mons,30,
MAP_SSANNE_EXTERIOR,SPECIES_BARBOACH,20,30,water_mons,5,
MAP_SSANNE_EXTERIOR,SPECIES_SEADRA,30,35,water_mons,4,
MAP_SSANNE_EXTERIOR,SPECIES_KINGLER,35,40,water_mons,1,
MAP_SSANNE_EXTERIOR,SPECIES_MAGIKARP,5,5,fishing_mons_old_rod,70,
MAP_SSANNE_EXTERIOR,SPECIES_FEEBAS,5,5,fishing_mons_old_rod,30,
MAP_SSANNE_EXTERIOR,SPECIES_HORSEA,5,15,fishing_mons_good_rod,60,
MAP_SSANNE_EXTERIOR,SPECIES_REMORAID,5,15,fishing_mons_good_rod,20,
MAP_SSANNE_EXTERIOR,SPECIES_KRABBY,5,15,fishing_mons_good_rod,20,
MAP_SSANNE_EXTERIOR,SPECIES_CORPHISH,15,25,fishing_mons_super_rod,40,
MAP_SSANNE_EXTERIOR,SPECIES_SHELLDER,15,25,fishing_mons_super_rod,40,
MAP_SSANNE_EXTERIOR,SPECIES_GYARADOS,15,25,fishing_mons_super_rod,15,
MAP_SSANNE_EXTERIOR,SPECIES_STARYU,25,35,fishing_mons_super_rod,4,
MAP_SSANNE_EXTERIOR,SPECIES_PSYDUCK,25,35,fishing_mons_super_rod,1,
MAP_DIGLETTS_CAVE_B1F,SPECIES_DIGLETT,20,22,land_mons,80,12
MAP_DIGLETTS_CAVE_B1F,SPECIES_PHANPY,22,22,land_mons,10,12
MAP_DIGLETTS_CAVE_B1F,SPECIES_DUGTRIO,29,31,land_mons,8,12
MAP_DIGLETTS_CAVE_B1F,SPECIES_RIOLU,31,31,land_mons,2,12
MAP_VICTORY_ROAD_1F,SPECIES_MACHOKE,44,46,land_mons,20,
MAP_VICTORY_ROAD_1F,SPECIES_GRAVELER,44,46,land_mons,20,
MAP_VICTORY_ROAD_1F,SPECIES_ONIX,44,46,land_mons,10,
MAP_VICTORY_ROAD_1F,SPECIES_LAIRON,44,46,land_mons,10,
MAP_VICTORY_ROAD_1F,SPECIES_FORRETRESS,44,46,land_mons,10,
MAP_VICTORY_ROAD_1F,SPECIES_GLIGAR,44,46,land_mons,10,
MAP_VICTORY_ROAD_1F,SPECIES_MAGCARGO,44,46,land_mons,5,
MAP_VICTORY_ROAD_1F,SPECIES_HOUNDOOM,44,46,land_mons,5,
MAP_VICTORY_ROAD_1F,SPECIES_MAROWAK,44,46,land_mons,4,
MAP_VICTORY_ROAD_1F,SPECIES_DONPHAN,44,46,land_mons,4,
MAP_VICTORY_ROAD_1F,SPECIES_CLAYDOL,46,46,land_mons,1,
MAP_VICTORY_ROAD_1F,SPECIES_GABITE,46,46,land_mons,1,
MAP_VICTORY_ROAD_2F,SPECIES_SANDSLASH,46,48,land_mons,20,
MAP_VICTORY_ROAD_2F,SPECIES_RHYDON,46,48,land_mons,20,
MAP_VICTORY_ROAD_2F,SPECIES_BRONZONG,46,48,land_mons,10,
MAP_VICTORY_ROAD_2F,SPECIES_GLALIE,46,48,land_mons,10,
MAP_VICTORY_ROAD_2F,SPECIES_ARMALDO,46,48,land_mons,10,
MAP_VICTORY_ROAD_2F,SPECIES_CRADILY,46,48,land_mons,10,
MAP_VICTORY_ROAD_2F,SPECIES_RAMPARDOS,46,48,land_mons,5,
MAP_VICTORY_ROAD_2F,SPECIES_BASTIODON,46,48,land_mons,5,
MAP_VICTORY_ROAD_2F,SPECIES_MAROWAK,46,48,land_mons,4,
MAP_VICTORY_ROAD_2F,SPECIES_ABSOL,46,48,land_mons,4,
MAP_VICTORY_ROAD_2F,SPECIES_PUPITAR,48,48,land_mons,1,
MAP_VICTORY_ROAD_2F,SPECIES_METANG,48,48,land_mons,1,
MAP_VICTORY_ROAD_3F,SPECIES_PILOSWINE,46,48,land_mons,20,
MAP_VICTORY_ROAD_3F,SPECIES_URSARING,46,48,land_mons,20,
MAP_VICTORY_ROAD_3F,SPECIES_MAGMAR,46,48,land_mons,10,
MAP_VICTORY_ROAD_3F,SPECIES_ELECTABUZZ,46,48,land_mons,10,
MAP_VICTORY_ROAD_3F,SPECIES_AMPHAROS,46,48,land_mons,10,
MAP_VICTORY_ROAD_3F,SPECIES_LUXRAY,46,48,land_mons,10,
MAP_VICTORY_ROAD_3F,SPECIES_MANECTRIC,46,48,land_mons,5,
MAP_VICTORY_ROAD_3F,SPECIES_MAGNETON,46,48,land_mons,5,
MAP_VICTORY_ROAD_3F,SPECIES_VIBRAVA,46,48,land_mons,4,
MAP_VICTORY_ROAD_3F,SPECIES_TOGEPI,46,48,land_mons,4,
MAP_VICTORY_ROAD_3F,SPECIES_DRAGONAIR,46,48,land_mons,1,
MAP_VICTORY_ROAD_3F,SPECIES_SHELGON,46,48,land_mons,1,
MAP_POKEMON_MANSION_1F,SPECIES_KOFFING,34,36,land_mons,20,
MAP_POKEMON_MANSION_1F,SPECIES_RATICATE,34,36,land_mons,20,
MAP_POKEMON_MANSION_1F,SPECIES_GRIMER,34,36,land_mons,10,
MAP_POKEMON_MANSION_1F,SPECIES_FURRET,34,36,land_mons,10,
MAP_POKEMON_MANSION_1F,SPECIES_GROWLITHE,34,36,land_mons,10,
MAP_POKEMON_MANSION_1F,SPECIES_VULPIX,34,36,land_mons,10,
MAP_POKEMON_MANSION_1F,SPECIES_GULPIN,34,36,land_mons,5,
MAP_POKEMON_MANSION_1F,SPECIES_WEEZING,34,36,land_mons,5,
MAP_POKEMON_MANSION_1F,SPECIES_MUK,34,36,land_mons,4,
MAP_POKEMON_MANSION_1F,SPECIES_LINOONE,34,36,land_mons,4,
MAP_POKEMON_MANSION_1F,SPECIES_VENOMOTH,34,36,land_mons,2,
MAP_POKEMON_MANSION_2F,SPECIES_KOFFING,34,36,land_mons,20,
MAP_POKEMON_MANSION_2F,SPECIES_ARIADOS,34,36,land_mons,20,
MAP_POKEMON_MANSION_2F,SPECIES_GRIMER,34,36,land_mons,10,
MAP_POKEMON_MANSION_2F,SPECIES_BEEDRILL,34,36,land_mons,10,
MAP_POKEMON_MANSION_2F,SPECIES_GROWLITHE,34,36,land_mons,10,
MAP_POKEMON_MANSION_2F,SPECIES_VULPIX,34,36,land_mons,10,
MAP_POKEMON_MANSION_2F,SPECIES_GULPIN,34,36,land_mons,5,
MAP_POKEMON_MANSION_2F,SPECIES_WEEZING,34,36,land_mons,5,
MAP_POKEMON_MANSION_2F,SPECIES_MUK,34,36,land_mons,4,
MAP_POKEMON_MANSION_2F,SPECIES_LINOONE,34,36,land_mons,4,
MAP_POKEMON_MANSION_2F,SPECIES_TOXICROAK,34,36,land_mons,2,
MAP_POKEMON_MANSION_3F,SPECIES_KOFFING,34,36,land_mons,20,
MAP_POKEMON_MANSION_3F,SPECIES_SEVIPER,34,36,land_mons,20,
MAP_POKEMON_MANSION_3F,SPECIES_GRIMER,34,36,land_mons,10,
MAP_POKEMON_MANSION_3F,SPECIES_ARBOK,34,36,land_mons,10,
MAP_POKEMON_MANSION_3F,SPECIES_GROWLITHE,34,36,land_mons,10,
MAP_POKEMON_MANSION_3F,SPECIES_VULPIX,34,36,land_mons,10,
MAP_POKEMON_MANSION_3F,SPECIES_GULPIN,34,36,land_mons,5,
MAP_POKEMON_MANSION_3F,SPECIES_WEEZING,34,36,land_mons,5,
MAP_POKEMON_MANSION_3F,SPECIES_MUK,34,36,land_mons,4,
MAP_POKEMON_MANSION_3F,SPECIES_LINOONE,34,36,land_mons,4,
MAP_POKEMON_MANSION_3F,SPECIES_MAGMAR,34,36,land_mons,2,
MAP_POKEMON_MANSION_B1F,SPECIES_KOFFING,34,36,land_mons,20,
MAP_POKEMON_MANSION_B1F,SPECIES_DITTO,34,36,land_mons,20,
MAP_POKEMON_MANSION_B1F,SPECIES_GRIMER,34,36,land_mons,10,
MAP_POKEMON_MANSION_B1F,SPECIES_NINCADA,34,36,land_mons,10,
MAP_POKEMON_MANSION_B1F,SPECIES_GROWLITHE,34,36,land_mons,10,
MAP_POKEMON_MANSION_B1F,SPECIES_VULPIX,34,36,land_mons,10,
MAP_POKEMON_MANSION_B1F,SPECIES_GULPIN,34,36,land_mons,5,
MAP_POKEMON_MANSION_B1F,SPECIES_WEEZING,34,36,land_mons,5,
MAP_POKEMON_MANSION_B1F,SPECIES_MUK,34,36,land_mons,4,
MAP_POKEMON_MANSION_B1F,SPECIES_LINOONE,34,36,land_mons,4,
MAP_POKEMON_MANSION_B1F,SPECIES_HAUNTER,34,36,land_mons,2,
MAP_SAFARI_ZONE_CENTER,SPECIES_NIDORAN_F,25,25,land_mons,20,
MAP_SAFARI_ZONE_CENTER,SPECIES_NIDORAN_M,25,25,land_mons,20,
MAP_SAFARI_ZONE_CENTER,SPECIES_EXEGGCUTE,25,25,land_mons,10,
MAP_SAFARI_ZONE_CENTER,SPECIES_CHERUBI,25,25,land_mons,10,
MAP_SAFARI_ZONE_CENTER,SPECIES_NIDORINA,31,31,land_mons,10,
MAP_SAFARI_ZONE_CENTER,SPECIES_NIDORINO,31,31,land_mons,10,
MAP_SAFARI_ZONE_CENTER,SPECIES_TROPIUS,25,25,land_mons,5,
MAP_SAFARI_ZONE_CENTER,SPECIES_PARASECT,30,30,land_mons,5,
MAP_SAFARI_ZONE_CENTER,SPECIES_KECLEON,30,30,land_mons,4,
MAP_SAFARI_ZONE_CENTER,SPECIES_SCYTHER,25,25,land_mons,4,
MAP_SAFARI_ZONE_CENTER,SPECIES_CHANSEY,25,25,land_mons,2,
MAP_SAFARI_ZONE_CENTER,SPECIES_SLOWPOKE,20,25,water_mons,60,
MAP_SAFARI_ZONE_CENTER,SPECIES_MANTINE,20,25,water_mons,30,
MAP_SAFARI_ZONE_CENTER,SPECIES_SHARPEDO,25,30,water_mons,5,
MAP_SAFARI_ZONE_CENTER,SPECIES_MASQUERAIN,30,35,water_mons,4,
MAP_SAFARI_ZONE_CENTER,SPECIES_LOMBRE,35,40,water_mons,1,
MAP_SAFARI_ZONE_CENTER,SPECIES_MAGIKARP,5,5,fishing_mons_old_rod,70,
MAP_SAFARI_ZONE_CENTER,SPECIES_REMORAID,5,5,fishing_mons_old_rod,30,
MAP_SAFARI_ZONE_CENTER,SPECIES_GOLDEEN,5,15,fishing_mons_good_rod,60,
MAP_SAFARI_ZONE_CENTER,SPECIES_FEEBAS,5,15,fishing_mons_good_rod,20,
MAP_SAFARI_ZONE_CENTER,SPECIES_POLIWAG,5,15,fishing_mons_good_rod,20,
MAP_SAFARI_ZONE_CENTER,SPECIES_CORSOLA,15,25,fishing_mons_super_rod,40,
MAP_SAFARI_ZONE_CENTER,SPECIES_SEAKING,20,30,fishing_mons_super_rod,40,
MAP_SAFARI_ZONE_CENTER,SPECIES_DRATINI,15,25,fishing_mons_super_rod,15,
MAP_SAFARI_ZONE_CENTER,SPECIES_PSYDUCK,15,35,fishing_mons_super_rod,4,
MAP_SAFARI_ZONE_CENTER,SPECIES_DRAGONAIR,25,35,fishing_mons_super_rod,1,
MAP_SAFARI_ZONE_EAST,SPECIES_SUDOWOODO,25,25,land_mons,20,
MAP_SAFARI_ZONE_EAST,SPECIES_DODUO,26,26,land_mons,20,
MAP_SAFARI_ZONE_EAST,SPECIES_NATU,25,25,land_mons,10,
MAP_SAFARI_ZONE_EAST,SPECIES_EXEGGCUTE,25,25,land_mons,10,
MAP_SAFARI_ZONE_EAST,SPECIES_MR_MIME,25,25,land_mons,10,
MAP_SAFARI_ZONE_EAST,SPECIES_TANGELA,25,25,land_mons,10,
MAP_SAFARI_ZONE_EAST,SPECIES_HYPNO,33,33,land_mons,5,
MAP_SAFARI_ZONE_EAST,SPECIES_PARASECT,25,25,land_mons,5,
MAP_SAFARI_ZONE_EAST,SPECIES_FARFETCHD,26,26,land_mons,4,
MAP_SAFARI_ZONE_EAST,SPECIES_KANGASKHAN,25,25,land_mons,4,
MAP_SAFARI_ZONE_EAST,SPECIES_HERACROSS,25,25,land_mons,1,
MAP_SAFARI_ZONE_EAST,SPECIES_SCYTHER,28,28,land_mons,1,
MAP_SAFARI_ZONE_EAST,SPECIES_PSYDUCK,20,25,water_mons,60,
MAP_SAFARI_ZONE_EAST,SPECIES_SLOWBRO,20,25,water_mons,30,
MAP_SAFARI_ZONE_EAST,SPECIES_QWILFISH,25,30,water_mons,5,
MAP_SAFARI_ZONE_EAST,SPECIES_PELIPPER,30,35,water_mons,4,
MAP_SAFARI_ZONE_EAST,SPECIES_AZUMARILL,35,40,water_mons,1,
MAP_SAFARI_ZONE_EAST,SPECIES_MAGIKARP,5,5,fishing_mons_old_rod,70,
MAP_SAFARI_ZONE_EAST,SPECIES_FEEBAS,5,5,fishing_mons_old_rod,30,
MAP_SAFARI_ZONE_EAST,SPECIES_GOLDEEN,5,15,fishing_mons_good_rod,60,
MAP_SAFARI_ZONE_EAST,SPECIES_WAILMER,5,15,fishing_mons_good_rod,20,
MAP_SAFARI_ZONE_EAST,SPECIES_POLIWAG,5,15,fishing_mons_good_rod,20,
MAP_SAFARI_ZONE_EAST,SPECIES_GOLDEEN,15,25,fishing_mons_super_rod,40,
MAP_SAFARI_ZONE_EAST,SPECIES_SEAKING,20,30,fishing_mons_super_rod,40,
MAP_SAFARI_ZONE_EAST,SPECIES_DRATINI,15,25,fishing_mons_super_rod,15,
MAP_SAFARI_ZONE_EAST,SPECIES_WHISCASH,25,35,fishing_mons_super_rod,4,
MAP_SAFARI_ZONE_EAST,SPECIES_DRAGONAIR,25,35,fishing_mons_super_rod,1,
MAP_SAFARI_ZONE_NORTH,SPECIES_RHYHORN,26,26,land_mons,20,
MAP_SAFARI_ZONE_NORTH,SPECIES_PACHIRISU,30,30,land_mons,20,
MAP_SAFARI_ZONE_NORTH,SPECIES_SEVIPER,25,25,land_mons,10,
MAP_SAFARI_ZONE_NORTH,SPECIES_PURUGLY,27,27,land_mons,10,
MAP_SAFARI_ZONE_NORTH,SPECIES_HIPPOPOTAS,25,25,land_mons,10,
MAP_SAFARI_ZONE_NORTH,SPECIES_GLIGAR,30,30,land_mons,10,
MAP_SAFARI_ZONE_NORTH,SPECIES_ABSOL,30,30,land_mons,5,
MAP_SAFARI_ZONE_NORTH,SPECIES_ZANGOOSE,32,32,land_mons,5,
MAP_SAFARI_ZONE_NORTH,SPECIES_TORKOAL,25,25,land_mons,4,
MAP_SAFARI_ZONE_NORTH,SPECIES_LARVITAR,26,26,land_mons,4,
MAP_SAFARI_ZONE_NORTH,SPECIES_PUPITAR,23,23,land_mons,1,
MAP_SAFARI_ZONE_NORTH,SPECIES_TAUROS,28,28,land_mons,1,
MAP_SAFARI_ZONE_NORTH,SPECIES_SWABLU,20,25,water_mons,60,
MAP_SAFARI_ZONE_NORTH,SPECIES_WINGULL,20,25,water_mons,30,
MAP_SAFARI_ZONE_NORTH,SPECIES_CORSOLA,25,30,water_mons,5,
MAP_SAFARI_ZONE_NORTH,SPECIES_OCTILLERY,30,35,water_mons,4,
MAP_SAFARI_ZONE_NORTH,SPECIES_ALTARIA,35,40,water_mons,1,
MAP_SAFARI_ZONE_NORTH,SPECIES_MAGIKARP,5,5,fishing_mons_old_rod,70,
MAP_SAFARI_ZONE_NORTH,SPECIES_FEEBAS,5,5,fishing_mons_old_rod,30,
MAP_SAFARI_ZONE_NORTH,SPECIES_GOLDEEN,5,15,fishing_mons_good_rod,60,
MAP_SAFARI_ZONE_NORTH,SPECIES_REMORAID,5,15,fishing_mons_good_rod,20,
MAP_SAFARI_ZONE_NORTH,SPECIES_POLIWAG,5,15,fishing_mons_good_rod,20,
MAP_SAFARI_ZONE_NORTH,SPECIES_BARBOACH,15,25,fishing_mons_super_rod,40,
MAP_SAFARI_ZONE_NORTH,SPECIES_SEAKING,20,30,fishing_mons_super_rod,40,
MAP_SAFARI_ZONE_NORTH,SPECIES_DRATINI,15,25,fishing_mons_super_rod,15,
MAP_SAFARI_ZONE_NORTH,SPECIES_RELICANTH,15,35,fishing_mons_super_rod,4,
MAP_SAFARI_ZONE_NORTH,SPECIES_DRAGONAIR,25,35,fishing_mons_super_rod,1,
MAP_SAFARI_ZONE_WEST,SPECIES_PLUSLE,26,26,land_mons,20,
MAP_SAFARI_ZONE_WEST,SPECIES_MINUN,26,26,land_mons,20,
MAP_SAFARI_ZONE_WEST,SPECIES_TYROGUE,19,19,land_mons,10,
MAP_SAFARI_ZONE_WEST,SPECIES_MILTANK,27,27,land_mons,10,
MAP_SAFARI_ZONE_WEST,SPECIES_PINSIR,25,25,land_mons,10,
MAP_SAFARI_ZONE_WEST,SPECIES_WOBBUFFET,30,30,land_mons,10,
MAP_SAFARI_ZONE_WEST,SPECIES_SKARMORY,30,30,land_mons,5,
MAP_SAFARI_ZONE_WEST,SPECIES_CACTURNE,32,32,land_mons,5,
MAP_SAFARI_ZONE_WEST,SPECIES_SKITTY,25,25,land_mons,4,
MAP_SAFARI_ZONE_WEST,SPECIES_BAGON,25,25,land_mons,4,
MAP_SAFARI_ZONE_WEST,SPECIES_KANGASKHAN,27,27,land_mons,1,
MAP_SAFARI_ZONE_WEST,SPECIES_SHELGON,28,28,land_mons,1,
MAP_SAFARI_ZONE_WEST,SPECIES_LUVDISC,20,25,water_mons,60,
MAP_SAFARI_ZONE_WEST,SPECIES_SOLROCK,20,25,water_mons,30,
MAP_SAFARI_ZONE_WEST,SPECIES_LUNATONE,25,30,water_mons,5,
MAP_SAFARI_ZONE_WEST,SPECIES_VIBRAVA,30,35,water_mons,4,
MAP_SAFARI_ZONE_WEST,SPECIES_QUAGSIRE,35,40,water_mons,1,
MAP_SAFARI_ZONE_WEST,SPECIES_MAGIKARP,5,5,fishing_mons_old_rod,70,
MAP_SAFARI_ZONE_WEST,SPECIES_FEEBAS,5,5,fishing_mons_old_rod,30,
MAP_SAFARI_ZONE_WEST,SPECIES_GOLDEEN,5,15,fishing_mons_good_rod,60,
MAP_SAFARI_ZONE_WEST,SPECIES_REMORAID,5,15,fishing_mons_good_rod,20,
MAP_SAFARI_ZONE_WEST,SPECIES_POLIWAG,5,15,fishing_mons_good_rod,20,
MAP_SAFARI_ZONE_WEST,SPECIES_CHINCHOU,15,25,fishing_mons_super_rod,40,
MAP_SAFARI_ZONE_WEST,SPECIES_SEAKING,20,30,fishing_mons_super_rod,40,
MAP_SAFARI_ZONE_WEST,SPECIES_DRATINI,15,25,fishing_mons_super_rod,15,
MAP_SAFARI_ZONE_WEST,SPECIES_LANTURN,15,35,fishing_mons_super_rod,4,
MAP_SAFARI_ZONE_WEST,SPECIES_DRAGONAIR,25,35,fishing_mons_super_rod,1,
MAP_CERULEAN_CAVE_1F,SPECIES_MAGNETON,49,49,land_mons,20,
MAP_CERULEAN_CAVE_1F,SPECIES_GLIGAR,49,49,land_mons,20,
MAP_CERULEAN_CAVE_1F,SPECIES_HOUNDOOM,46,46,land_mons,10,
MAP_CERULEAN_CAVE_1F,SPECIES_MACHOKE,46,46,land_mons,10,
MAP_CERULEAN_CAVE_1F,SPECIES_AGGRON,52,52,land_mons,10,
MAP_CERULEAN_CAVE_1F,SPECIES_LUXRAY,52,52,land_mons,10,
MAP_CERULEAN_CAVE_1F,SPECIES_ELECTRODE,58,58,land_mons,5,
MAP_CERULEAN_CAVE_1F,SPECIES_PARASECT,58,58,land_mons,5,
MAP_CERULEAN_CAVE_1F,SPECIES_BRONZONG,55,55,land_mons,4,
MAP_CERULEAN_CAVE_1F,SPECIES_WOBBUFFET,55,55,land_mons,4,
MAP_CERULEAN_CAVE_1F,SPECIES_PRIMEAPE,61,61,land_mons,1,
MAP_CERULEAN_CAVE_1F,SPECIES_DITTO,61,61,land_mons,1,
MAP_CERULEAN_CAVE_1F,SPECIES_WHISCASH,30,40,water_mons,60,
MAP_CERULEAN_CAVE_1F,SPECIES_GOLDUCK,40,50,water_mons,30,
MAP_CERULEAN_CAVE_1F,SPECIES_LUMINEON,45,55,water_mons,5,
MAP_CERULEAN_CAVE_1F,SPECIES_TOGETIC,40,50,water_mons,4,
MAP_CERULEAN_CAVE_1F,SPECIES_GLALIE,40,50,water_mons,1,
MAP_CERULEAN_CAVE_1F,SPECIES_NOSEPASS,30,40,rock_smash_mons,60,
MAP_CERULEAN_CAVE_1F,SPECIES_GRAVELER,40,50,rock_smash_mons,30,
MAP_CERULEAN_CAVE_1F,SPECIES_TRAPINCH,45,55,rock_smash_mons,5,
MAP_CERULEAN_CAVE_1F,SPECIES_ARON,40,50,rock_smash_mons,4,
MAP_CERULEAN_CAVE_1F,SPECIES_LAIRON,40,50,rock_smash_mons,1,
MAP_CERULEAN_CAVE_1F,SPECIES_MAGIKARP,5,5,fishing_mons_old_rod,70,
MAP_CERULEAN_CAVE_1F,SPECIES_FEEBAS,5,5,fishing_mons_old_rod,30,
MAP_CERULEAN_CAVE_1F,SPECIES_POLIWAG,5,15,fishing_mons_good_rod,60,
MAP_CERULEAN_CAVE_1F,SPECIES_CLAMPERL,5,15,fishing_mons_good_rod,20,
MAP_CERULEAN_CAVE_1F,SPECIES_GOLDEEN,5,15,fishing_mons_good_rod,20,
MAP_CERULEAN_CAVE_1F,SPECIES_SHELLDER,15,25,fishing_mons_super_rod,40,
MAP_CERULEAN_CAVE_1F,SPECIES_POLIWHIRL,20,30,fishing_mons_super_rod,40,
MAP_CERULEAN_CAVE_1F,SPECIES_GYARADOS,15,25,fishing_mons_super_rod,15,
MAP_CERULEAN_CAVE_1F,SPECIES_KRABBY,15,25,fishing_mons_super_rod,4,
MAP_CERULEAN_CAVE_1F,SPECIES_KINGLER,30,35,fishing_mons_super_rod,1,
MAP_CERULEAN_CAVE_2F,SPECIES_PILOSWINE,49,49,land_mons,20,
MAP_CERULEAN_CAVE_2F,SPECIES_HERACROSS,49,49,land_mons,20,
MAP_CERULEAN_CAVE_2F,SPECIES_MAGNETON,52,52,land_mons,10,
MAP_CERULEAN_CAVE_2F,SPECIES_GIBLE,52,52,land_mons,10,
MAP_CERULEAN_CAVE_2F,SPECIES_KADABRA,55,55,land_mons,10,
MAP_CERULEAN_CAVE_2F,SPECIES_SABLEYE,55,55,land_mons,10,
MAP_CERULEAN_CAVE_2F,SPECIES_SMEARGLE,58,58,land_mons,5,
MAP_CERULEAN_CAVE_2F,SPECIES_EXPLOUD,58,58,land_mons,5,
MAP_CERULEAN_CAVE_2F,SPECIES_ELECTRODE,61,61,land_mons,4,
MAP_CERULEAN_CAVE_2F,SPECIES_SKUNTANK,61,61,land_mons,4,
MAP_CERULEAN_CAVE_2F,SPECIES_KADABRA,64,64,land_mons,1,
MAP_CERULEAN_CAVE_2F,SPECIES_GABITE,64,64,land_mons,1,
MAP_CERULEAN_CAVE_2F,SPECIES_HIPPOPOTAS,35,45,rock_smash_mons,60,
MAP_CERULEAN_CAVE_2F,SPECIES_LUNATONE,45,55,rock_smash_mons,30,
