Display Name,Species ID,HP,Attack,Defense,Speed,Sp. Attack,Sp. Defense,Total Stats,Type 1,Type 2,Growth Rate,Evolution Species,Evolution Method,Evolution Level
Burmy,BURMY_PLANT,40,29,45,36,29,45,224,TYPE_BUG,TYPE_BUG,GROWTH_MEDIUM_FAST,MOTHIM_PLANT,EVO_LEVEL_MALE,20
Burmy,BURMY_SANDY,40,29,45,36,29,45,224,TYPE_BUG,TYPE_BUG,GROWTH_MEDIUM_FAST,WORMADAM_SANDY,EVO_LEVEL_FEMALE,20
Burmy,BURMY_SANDY,40,29,45,36,29,45,224,TYPE_BUG,TYPE_BUG,GROWTH_MEDIUM_FAST,MOTHIM_SANDY,EVO_LEVEL_MALE,20
Burmy,BURMY_TRASH,40,29,45,36,29,45,224,TYPE_BUG,TYPE_BUG,GROWTH_MEDIUM_FAST,WORMADAM_TRASH,EVO_LEVEL_FEMALE,20
Burmy,BURMY_TRASH,40,29,45,36,29,45,224,TYPE_BUG,TYPE_BUG,GROWTH_MEDIUM_FAST,MOTHIM_TRASH,EVO_LEVEL_MALE,20
Wormadam,WORMADAM_PLANT,60,59,85,36,79,105,424,TYPE_BUG,TYPE_GRASS,GROWTH_MEDIUM_FAST,NONE,NONE,0
Wormadam,WORMADAM_SANDY,60,79,105,36,59,85,424,TYPE_BUG,TYPE_GROUND,GROWTH_MEDIUM_FAST,NONE,NONE,0
Wormadam,WORMADAM_TRASH,60,69,95,36,69,95,424,TYPE_BUG,TYPE_STEEL,GROWTH_MEDIUM_FAST,NONE,NONE,0
Combee,COMBEE,30,30,42,70,30,42,244,TYPE_BUG,TYPE_FLYING,GROWTH_MEDIUM_SLOW,VESPIQUEN,EVO_LEVEL_FEMALE,21
Vespiquen,VESPIQUEN,70,80,102,40,80,102,474,TYPE_BUG,TYPE_FLYING,GROWTH_MEDIUM_SLOW,NONE,NONE,0
Pachirisu,PACHIRISU,60,45,70,95,45,90,405,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_FAST,NONE,NONE,0
Buizel,BUIZEL,55,65,35,85,60,30,330,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,FLOATZEL,EVO_LEVEL,26
Floatzel,FLOATZEL,85,105,55,115,85,50,495,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0
Cherubi,CHERUBI,45,35,45,35,62,53,275,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_FAST,CHERRIM_OVERCAST,EVO_LEVEL,25
Cherrim,CHERRIM_OVERCAST,70,60,70,85,87,78,450,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_FAST,NONE,NONE,0
Cherrim,CHERRIM_SUNSHINE,70,60,70,85,87,78,450,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_FAST,NONE,NONE,0
Shellos,SHELLOS_WEST,76,48,48,34,57,62,325,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,GASTRODON_WEST,EVO_LEVEL,30
Shellos,SHELLOS_EAST,76,48,48,34,57,62,325,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,GASTRODON_EAST,EVO_LEVEL,30
Gastrodon,GASTRODON_WEST,111,83,68,39,92,82,475,TYPE_WATER,TYPE_GROUND,GROWTH_MEDIUM_FAST,NONE,NONE,0
Gastrodon,GASTRODON_EAST,111,83,68,39,92,82,475,TYPE_WATER,TYPE_GROUND,GROWTH_MEDIUM_FAST,NONE,NONE,0
Drifloon,DRIFLOON,90,50,34,70,60,44,348,TYPE_GHOST,TYPE_FLYING,GROWTH_FLUCTUATING,DRIFBLIM,EVO_LEVEL,28
Drifblim,DRIFBLIM,150,80,44,80,90,54,498,TYPE_GHOST,TYPE_FLYING,GROWTH_FLUCTUATING,NONE,NONE,0
Buneary,BUNEARY,55,66,44,85,44,56,350,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,LOPUNNY,EVO_FRIENDSHIP,0
Lopunny,LOPUNNY,65,76,84,105,54,96,480,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0
Glameow,GLAMEOW,49,55,42,85,42,37,310,TYPE_NORMAL,TYPE_NORMAL,GROWTH_FAST,PURUGLY,EVO_LEVEL,38
Purugly,PURUGLY,71,82,64,112,64,59,452,TYPE_NORMAL,TYPE_NORMAL,GROWTH_FAST,NONE,NONE,0
Stunky,STUNKY,63,63,47,74,41,41,329,TYPE_POISON,TYPE_DARK,GROWTH_MEDIUM_FAST,SKUNTANK,EVO_LEVEL,34
Skuntank,SKUNTANK,103,93,67,84,71,61,479,TYPE_POISON,TYPE_DARK,GROWTH_MEDIUM_FAST,NONE,NONE,0
Bronzor,BRONZOR,57,24,86,23,24,86,300,TYPE_STEEL,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,BRONZONG,EVO_LEVEL,33
Bronzong,BRONZONG,67,89,116,33,79,116,500,TYPE_STEEL,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,NONE,NONE,0
Chatot,CHATOT,76,65,45,91,92,42,411,TYPE_NORMAL,TYPE_FLYING,GROWTH_MEDIUM_SLOW,NONE,NONE,0
Spiritomb,SPIRITOMB,50,92,108,35,92,108,485,TYPE_GHOST,TYPE_DARK,GROWTH_MEDIUM_FAST,NONE,NONE,0
Gible,GIBLE,58,70,45,42,40,45,300,TYPE_DRAGON,TYPE_GROUND,GROWTH_SLOW,GABITE,EVO_LEVEL,24
Gabite,GABITE,68,90,65,82,50,55,410,TYPE_DRAGON,TYPE_GROUND,GROWTH_SLOW,GARCHOMP,EVO_LEVEL,48
Garchomp,GARCHOMP,108,130,95,102,80,85,600,TYPE_DRAGON,TYPE_GROUND,GROWTH_SLOW,NONE,NONE,0
Riolu,RIOLU,40,70,40,60,35,40,285,TYPE_FIGHTING,TYPE_FIGHTING,GROWTH_MEDIUM_SLOW,LUCARIO,EVO_FRIENDSHIP,0
Lucario,LUCARIO,70,110,70,90,115,70,525,TYPE_FIGHTING,TYPE_STEEL,GROWTH_MEDIUM_SLOW,NONE,NONE,0
Hippopotas,HIPPOPOTAS,68,72,78,32,38,42,330,TYPE_GROUND,TYPE_GROUND,GROWTH_SLOW,HIPPOWDON,EVO_LEVEL,34
Hippowdon,HIPPOWDON,108,112,118,47,68,72,525,TYPE_GROUND,TYPE_GROUND,GROWTH_SLOW,NONE,NONE,0
Skorupi,SKORUPI,40,50,90,65,30,55,330,TYPE_POISON,TYPE_BUG,GROWTH_SLOW,DRAPION,EVO_LEVEL,40
Drapion,DRAPION,70,90,110,95,60,75,500,TYPE_POISON,TYPE_DARK,GROWTH_SLOW,NONE,NONE,0
Croagunk,CROAGUNK,48,61,40,50,61,40,300,TYPE_POISON,TYPE_FIGHTING,GROWTH_MEDIUM_FAST,TOXICROAK,EVO_LEVEL,37
Toxicroak,TOXICROAK,83,106,65,85,86,65,490,TYPE_POISON,TYPE_FIGHTING,GROWTH_MEDIUM_FAST,NONE,NONE,0
Carnivine,CARNIVINE,74,100,72,46,90,72,454,TYPE_GRASS,TYPE_GRASS,GROWTH_SLOW,NONE,NONE,0
Finneon,FINNEON,49,49,56,66,49,61,330,TYPE_WATER,TYPE_WATER,GROWTH_ERRATIC,LUMINEON,EVO_LEVEL,31
Lumineon,LUMINEON,69,69,76,91,69,86,460,TYPE_WATER,TYPE_WATER,GROWTH_ERRATIC,NONE,NONE,0
Snover,SNOVER,60,62,50,40,62,60,334,TYPE_GRASS,TYPE_ICE,GROWTH_SLOW,ABOMASNOW,EVO_LEVEL,40
Abomasnow,ABOMASNOW,90,92,75,60,92,85,494,TYPE_GRASS,TYPE_ICE,GROWTH_SLOW,NONE,NONE,0
Rotom,ROTOM,50,50,77,91,95,77,440,TYPE_ELECTRIC,TYPE_GHOST,GROWTH_MEDIUM_FAST,NONE,NONE,0
Rotom,ROTOM_HEAT,50,65,107,86,105,107,520,TYPE_ELECTRIC,TYPE_FIRE,GROWTH_MEDIUM_FAST,NONE,NONE,0
Rotom,ROTOM_WASH,50,65,107,86,105,107,520,TYPE_ELECTRIC,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0
Rotom,ROTOM_FROST,50,65,107,86,105,107,520,TYPE_ELECTRIC,TYPE_ICE,GROWTH_MEDIUM_FAST,NONE,NONE,0
Rotom,ROTOM_FAN,50,65,107,86,105,107,520,TYPE_ELECTRIC,TYPE_FLYING,GROWTH_MEDIUM_FAST,NONE,NONE,0
Rotom,ROTOM_MOW,50,65,107,86,105,107,520,TYPE_ELECTRIC,TYPE_GRASS,GROWTH_MEDIUM_FAST,NONE,NONE,0
Uxie,UXIE,75,75,130,95,75,130,580,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0
Mesprit,MESPRIT,80,105,105,80,105,105,580,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0
Azelf,AZELF,75,125,70,115,125,70,580,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0
Dialga,DIALGA,100,120,120,90,150,100,680,TYPE_STEEL,TYPE_DRAGON,GROWTH_SLOW,NONE,NONE,0
Dialga,DIALGA_ORIGIN,100,100,120,90,150,120,680,TYPE_STEEL,TYPE_DRAGON,GROWTH_SLOW,NONE,NONE,0
Palkia,PALKIA,90,120,100,100,150,120,680,TYPE_WATER,TYPE_DRAGON,GROWTH_SLOW,NONE,NONE,0
Palkia,PALKIA_ORIGIN,90,100,100,120,150,120,680,TYPE_WATER,TYPE_DRAGON,GROWTH_SLOW,NONE,NONE,0
Heatran,HEATRAN,91,90,106,77,130,106,600,TYPE_FIRE,TYPE_STEEL,GROWTH_SLOW,NONE,NONE,0
Regigigas,REGIGIGAS,110,160,110,100,80,110,670,TYPE_NORMAL,TYPE_NORMAL,GROWTH_SLOW,NONE,NONE,0
Giratina,GIRATINA_ALTERED,150,100,120,90,100,120,680,TYPE_GHOST,TYPE_DRAGON,GROWTH_SLOW,NONE,NONE,0
Giratina,GIRATINA_ORIGIN,150,120,100,90,120,100,680,TYPE_GHOST,TYPE_DRAGON,GROWTH_SLOW,NONE,NONE,0
Cresselia,CRESSELIA,120,70,0,85,75,0,350,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0
Phione,PHIONE,80,80,80,80,80,80,480,TYPE_WATER,TYPE_WATER,GROWTH_SLOW,NONE,NONE,0
Manaphy,MANAPHY,100,100,100,100,100,100,600,TYPE_WATER,TYPE_WATER,GROWTH_SLOW,NONE,NONE,0
Darkrai,DARKRAI,70,90,90,125,135,90,600,TYPE_DARK,TYPE_DARK,GROWTH_SLOW,NONE,NONE,0
Shaymin,SHAYMIN_LAND,100,100,100,100,100,100,600,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_SLOW,NONE,NONE,0
Shaymin,SHAYMIN_SKY,100,103,75,127,120,75,600,TYPE_GRASS,TYPE_FLYING,GROWTH_MEDIUM_SLOW,NONE,NONE,0
